0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		
0.720000		0.664174		0.922094		1.071757		1.159530		1.211120		1.240548		1.255282		1.258790		1.251416		1.230290		1.187753		1.107923		0.959669		0.686289		0.720000		
1.280000		1.063005		1.118433		1.172784		1.212920		1.239672		1.255884		1.263489		1.262979		1.253813		1.233987		1.200804		1.152154		1.092462		1.047570		1.280000		
1.680000		1.391415		1.319650		1.293317		1.286094		1.285949		1.287537		1.288418		1.287404		1.284065		1.278713		1.273384		1.274238		1.297325		1.378198		1.680000		
1.920000		1.623016		1.475455		1.394771		1.352231		1.330536		1.319945		1.315307		1.314316		1.316783		1.324701		1.343230		1.382821		1.462791		1.615479		1.920000		
2.000000		1.745193		1.564383		1.458081		1.397521		1.364021		1.346402		1.338547		1.337771		1.344064		1.360134		1.392263		1.452015		1.558712		1.741861		2.000000		
1.920000		1.753372		1.578805		1.475647		1.415753		1.381626		1.363094		1.354709		1.354158		1.361567		1.379509		1.413686		1.474339		1.578541		1.753326		1.920000		
1.680000		1.649492		1.521816		1.449948		1.408218		1.383633		1.369639		1.363036		1.362585		1.368535		1.382650		1.408628		1.453089		1.527583		1.652879		1.680000		
1.280000		1.442763		1.408992		1.394071		1.383482		1.374982		1.368715		1.365130		1.364532		1.367261		1.373801		1.384718		1.400475		1.421287		1.449370		1.280000		
0.720000		1.149727		1.272057		1.326896		1.348636		1.355276		1.355874		1.354717		1.353450		1.351919		1.348212		1.337972		1.312736		1.256711		1.140773		0.720000		
0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		
